route,date,daytype,rides
20,03/06/2024,W,11431
20,03/07/2024,W,11039
20,03/08/2024,W,9093
20,03/09/2024,A,7614
20,03/10/2024,U,5591
20,03/11/2024,W,10892
20,03/12/2024,W,11597
20,03/13/2024,W,10975
20,03/14/2024,W,10507
20,03/15/2024,W,10379
20,03/16/2024,A,8011
20,03/17/2024,U,5648
20,03/18/2024,W,10455
20,03/19/2024,W,10282
20,03/20/2024,W,11266
20,03/21/2024,W,10140
20,03/22/2024,W,9189
20,03/23/2024,A,7487
20,03/24/2024,U,5052
20,03/25/2024,W,9927
20,03/26/2024,W,10811
20,03/27/2024,W,10823
20,03/28/2024,W,10345
20,03/29/2024,W,9354
20,03/30/2024,A,6904
20,03/31/2024,U,4518
201,03/01/2024,W,1722
201,03/02/2024,A,967
201,03/04/2024,W,1719
201,03/05/2024,W,1994
201,03/06/2024,W,1502
201,03/07/2024,W,1868
201,03/08/2024,W,1839
201,03/09/2024,A,936
201,03/11/2024,W,1504
201,03/12/2024,W,1572
201,03/13/2024,W,1583
201,03/14/2024,W,1509
201,03/15/2024,W,1424
201,03/16/2024,A,587
201,03/18/2024,W,1390
201,03/19/2024,W,1315
201,03/20/2024,W,1415
201,03/21/2024,W,1329
201,03/22/2024,W,1224
201,03/23/2024,A,595
201,03/25/2024,W,1445
201,03/26/2024,W,2104
201,03/27/2024,W,1732
201,03/28/2024,W,1559
201,03/29/2024,W,1304
201,03/30/2024,A,952
206,03/01/2024,W,455
206,03/04/2024,W,357
206,03/05/2024,W,521
206,03/06/2024,W,477
206,03/07/2024,W,504
206,03/08/2024,W,440
206,03/11/2024,W,373
206,03/12/2024,W,473
206,03/13/2024,W,453
206,03/14/2024,W,453
206,03/15/2024,W,491
206,03/18/2024,W,432
206,03/19/2024,W,445
206,03/20/2024,W,430
206,03/21/2024,W,444
206,03/22/2024,W,351
206,03/25/2024,W,82
206,03/26/2024,W,165
206,03/27/2024,W,96
206,03/28/2024,W,82
206,03/29/2024,W,108
21,03/01/2024,W,7651
21,03/02/2024,A,5688
21,03/03/2024,U,4404
21,03/04/2024,W,7992
21,03/05/2024,W,7314
21,03/06/2024,W,8237
21,03/07/2024,W,7791
21,03/08/2024,W,5622
21,03/09/2024,A,5348
21,03/10/2024,U,3756
21,03/11/2024,W,6860
21,03/12/2024,W,6991
21,03/13/2024,W,7916
21,03/14/2024,W,6844
21,03/15/2024,W,7507
21,03/16/2024,A,5460
21,03/17/2024,U,3737
21,03/18/2024,W,6964
21,03/19/2024,W,7703
21,03/20/2024,W,7090
21,03/21/2024,W,6604
21,03/22/2024,W,5886
21,03/23/2024,A,5006
21,03/24/2024,U,3661
21,03/25/2024,W,6016
21,03/26/2024,W,6584
21,03/27/2024,W,5751
21,03/28/2024,W,6453
21,03/29/2024,W,5854
21,03/30/2024,A,5763
21,03/31/2024,U,3473
22,03/01/2024,W,11375
22,03/02/2024,A,11390
22,03/03/2024,U,9425
22,03/04/2024,W,10288
22,03/05/2024,W,11637
22,03/06/2024,W,11973
22,03/07/2024,W,11166
22,03/08/2024,W,9959
22,03/09/2024,A,11555
22,03/10/2024,U,8605
22,03/11/2024,W,11813
22,03/12/2024,W,11296
22,03/13/2024,W,11406
22,03/14/2024,W,10764
22,03/15/2024,W,11403
22,03/16/2024,A,12954
22,03/17/2024,U,9349
22,03/18/2024,W,10381
22,03/19/2024,W,11218
22,03/20/2024,W,11485
22,03/21/2024,W,11793
22,03/22/2024,W,10015
22,03/23/2024,A,11081
22,03/24/2024,U,8246
22,03/25/2024,W,9558
22,03/26/2024,W,10145
22,03/27/2024,W,10806
22,03/28/2024,W,10685
22,03/29/2024,W,10269
22,03/30/2024,A,10424
22,03/31/2024,U,7766
24,03/01/2024,W,1565
24,03/04/2024,W,1811
24,03/05/2024,W,1810
24,03/06/2024,W,1919
24,03/07/2024,W,1757
24,03/08/2024,W,1323
24,03/11/2024,W,1680
24,03/12/2024,W,2020
24,03/13/2024,W,2090
24,03/14/2024,W,1598
24,03/15/2024,W,1597
24,03/18/2024,W,1609
24,03/19/2024,W,1762
24,03/20/2024,W,1934
24,03/21/2024,W,1754
24,03/22/2024,W,1359
24,03/25/2024,W,1085
24,03/26/2024,W,1341
24,03/27/2024,W,1217
24,03/28/2024,W,1322
24,03/29/2024,W,1245
26,03/01/2024,W,2202
26,03/04/2024,W,2355
26,03/05/2024,W,3737
26,03/06/2024,W,2692
26,03/07/2024,W,2714
26,03/08/2024,W,2151
26,03/11/2024,W,2906
26,03/12/2024,W,2585
26,03/13/2024,W,2770
26,03/14/2024,W,2306
26,03/15/2024,W,2000
26,03/18/2024,W,2320
26,03/19/2024,W,2472
26,03/20/2024,W,2468
26,03/21/2024,W,2643
26,03/22/2024,W,2085
26,03/25/2024,W,2227
26,03/26/2024,W,2301
26,03/27/2024,W,2281
26,03/28/2024,W,2181
26,03/29/2024,W,1882
28,03/01/2024,W,3521
28,03/02/2024,A,1992
28,03/03/2024,U,1529
28,03/04/2024,W,3319
28,03/05/2024,W,3341
28,03/06/2024,W,3869
28,03/07/2024,W,3525
28,03/08/2024,W,2862
28,03/09/2024,A,1924
28,03/10/2024,U,1400
28,03/11/2024,W,3557
28,03/12/2024,W,5810
28,03/13/2024,W,3725
28,03/14/2024,W,3087
28,03/15/2024,W,3443
28,03/16/2024,A,2009
28,03/17/2024,U,1205
28,03/18/2024,W,3171
28,03/19/2024,W,3554
28,03/20/2024,W,3507
28,03/21/2024,W,3296
28,03/22/2024,W,3104
28,03/23/2024,A,1748
28,03/24/2024,U,1260
28,03/25/2024,W,2423
28,03/26/2024,W,2833
28,03/27/2024,W,3059
28,03/28/2024,W,2874
28,03/29/2024,W,2976
28,03/30/2024,A,1983
28,03/31/2024,U,1278
29,03/01/2024,W,7404
29,03/02/2024,A,8446
29,03/03/2024,U,4878
29,03/04/2024,W,6483
29,03/05/2024,W,6444
29,03/06/2024,W,6660
29,03/07/2024,W,6194
29,03/08/2024,W,6212
29,03/09/2024,A,8236
29,03/10/2024,U,4482
29,03/11/2024,W,6695
29,03/12/2024,W,7381
29,03/13/2024,W,7273
29,03/14/2024,W,6025
29,03/15/2024,W,6597
29,03/16/2024,A,5595
29,03/17/2024,U,4680
29,03/18/2024,W,6216
29,03/19/2024,W,8086
29,03/20/2024,W,7030
29,03/21/2024,W,6558
29,03/22/2024,W,5666
29,03/23/2024,A,7227
29,03/24/2024,U,5216
29,03/25/2024,W,6805
29,03/26/2024,W,7797
29,03/27/2024,W,7292
29,03/28/2024,W,7255
29,03/29/2024,W,6883
29,03/30/2024,A,6569
29,03/31/2024,U,4138
3,03/01/2024,W,13323
3,03/02/2024,A,9788
3,03/03/2024,U,7835
3,03/04/2024,W,11678
3,03/05/2024,W,11579
3,03/06/2024,W,13421
3,03/07/2024,W,11778
3,03/08/2024,W,10481
3,03/09/2024,A,9264
3,03/10/2024,U,7152
3,03/11/2024,W,12495
3,03/12/2024,W,13311
3,03/13/2024,W,13719
3,03/14/2024,W,11534
3,03/15/2024,W,12458
3,03/16/2024,A,8601
3,03/17/2024,U,7790
3,03/18/2024,W,12357
3,03/19/2024,W,13375
3,03/20/2024,W,13066
3,03/21/2024,W,11880
3,03/22/2024,W,10462
3,03/23/2024,A,9957
3,03/24/2024,U,6393
3,03/25/2024,W,10784
3,03/26/2024,W,12375
3,03/27/2024,W,12456
3,03/28/2024,W,13651
3,03/29/2024,W,13119
3,03/30/2024,A,11211
3,03/31/2024,U,7550
30,03/01/2024,W,2539
30,03/02/2024,A,1499
30,03/03/2024,U,723
30,03/04/2024,W,2335
30,03/05/2024,W,2301
30,03/06/2024,W,2492
30,03/07/2024,W,2350
30,03/08/2024,W,2041
30,03/09/2024,A,1463
30,03/10/2024,U,686
30,03/11/2024,W,2222
30,03/12/2024,W,2380
30,03/13/2024,W,2477
30,03/14/2024,W,2193
30,03/15/2024,W,2432
30,03/16/2024,A,1487
30,03/17/2024,U,715
30,03/18/2024,W,2242
30,03/19/2024,W,2400
30,03/20/2024,W,2549
30,03/21/2024,W,2236
30,03/22/2024,W,2090
30,03/23/2024,A,1304
30,03/24/2024,U,646
30,03/25/2024,W,1602
30,03/26/2024,W,1886
30,03/27/2024,W,1803
30,03/28/2024,W,2021
30,03/29/2024,W,1791
30,03/30/2024,A,1390
30,03/31/2024,U,606
31,03/01/2024,W,850
31,03/04/2024,W,953
31,03/05/2024,W,980
31,03/06/2024,W,896
31,03/07/2024,W,1111
31,03/08/2024,W,710
31,03/11/2024,W,607
31,03/12/2024,W,663
31,03/13/2024,W,626
31,03/14/2024,W,602
31,03/15/2024,W,557
31,03/18/2024,W,966
31,03/19/2024,W,924
31,03/20/2024,W,944
31,03/21/2024,W,1009
31,03/22/2024,W,722
31,03/25/2024,W,929
31,03/26/2024,W,927
31,03/27/2024,W,973
31,03/28/2024,W,846
31,03/29/2024,W,701
34,03/01/2024,W,3252
34,03/02/2024,A,1883
34,03/03/2024,U,1663
34,03/04/2024,W,2978
34,03/05/2024,W,3253
34,03/06/2024,W,3122
34,03/07/2024,W,2868
34,03/08/2024,W,2365
34,03/09/2024,A,2044
34,03/10/2024,U,1332
34,03/11/2024,W,3015
34,03/12/2024,W,3233
34,03/13/2024,W,3071
34,03/14/2024,W,2381
34,03/15/2024,W,2638
34,03/16/2024,A,1719
34,03/17/2024,U,1554
34,03/18/2024,W,2741
34,03/19/2024,W,3075
34,03/20/2024,W,3011
34,03/21/2024,W,2832
34,03/22/2024,W,2323
34,03/23/2024,A,1940
34,03/24/2024,U,1526
34,03/25/2024,W,2061
34,03/26/2024,W,2456
34,03/27/2024,W,2071
34,03/28/2024,W,2112
34,03/29/2024,W,2382
34,03/30/2024,A,1731
34,03/31/2024,U,1496
35,03/01/2024,W,3557
35,03/02/2024,A,2235
35,03/03/2024,U,1762
35,03/04/2024,W,3113
35,03/05/2024,W,3111
35,03/06/2024,W,3719
35,03/07/2024,W,3573
35,03/08/2024,W,3008
35,03/09/2024,A,2210
35,03/10/2024,U,1562
35,03/11/2024,W,3204
35,03/12/2024,W,3587
35,03/13/2024,W,3683
35,03/14/2024,W,3188
35,03/15/2024,W,3346
35,03/16/2024,A,2452
35,03/17/2024,U,1615
35,03/18/2024,W,3211
35,03/19/2024,W,3489
35,03/20/2024,W,3597
35,03/21/2024,W,3630
35,03/22/2024,W,2870
35,03/23/2024,A,2009
35,03/24/2024,U,1660
35,03/25/2024,W,2833
35,03/26/2024,W,2505
35,03/27/2024,W,2981
35,03/28/2024,W,3295
35,03/29/2024,W,2774
35,03/30/2024,A,2158
35,03/31/2024,U,1733
36,03/01/2024,W,11937
36,03/02/2024,A,12186
36,03/03/2024,U,9515
36,03/04/2024,W,10274
36,03/05/2024,W,11054
36,03/06/2024,W,10798
36,03/07/2024,W,11437
36,03/08/2024,W,9509
36,03/09/2024,A,11531
36,03/10/2024,U,9427
36,03/11/2024,W,11998
36,03/12/2024,W,11544
36,03/13/2024,W,9964
36,03/14/2024,W,10423
36,03/15/2024,W,11699
36,03/16/2024,A,12693
36,03/17/2024,U,8715
36,03/18/2024,W,9697
36,03/19/2024,W,11356
36,03/20/2024,W,10989
36,03/21/2024,W,11208
36,03/22/2024,W,10307
36,03/23/2024,A,12010
36,03/24/2024,U,9246
36,03/25/2024,W,10854
36,03/26/2024,W,10397
36,03/27/2024,W,11394
36,03/28/2024,W,11645
36,03/29/2024,W,11366
36,03/30/2024,A,11252
36,03/31/2024,U,7951
37,03/01/2024,W,771
37,03/04/2024,W,1035
37,03/05/2024,W,1533
37,03/06/2024,W,1532
37,03/07/2024,W,1384
37,03/08/2024,W,778
37,03/11/2024,W,1056
37,03/12/2024,W,1395
37,03/13/2024,W,1279
37,03/14/2024,W,1407
37,03/15/2024,W,801
37,03/18/2024,W,1056
37,03/19/2024,W,1211
37,03/20/2024,W,1480
37,03/21/2024,W,1309
37,03/22/2024,W,645
37,03/25/2024,W,842
37,03/26/2024,W,1388
37,03/27/2024,W,1210
37,03/28/2024,W,1163
37,03/29/2024,W,437
39,03/01/2024,W,1509
39,03/02/2024,A,573
39,03/03/2024,U,465
39,03/04/2024,W,1688
39,03/05/2024,W,1653
39,03/06/2024,W,1685
39,03/07/2024,W,1574
39,03/08/2024,W,1322
39,03/09/2024,A,519
39,03/10/2024,U,390
39,03/11/2024,W,1601
39,03/12/2024,W,1704
39,03/13/2024,W,1730
39,03/14/2024,W,1483
39,03/15/2024,W,1596
39,03/16/2024,A,520
39,03/17/2024,U,334
39,03/18/2024,W,1516
39,03/19/2024,W,1734
39,03/20/2024,W,1392
39,03/21/2024,W,1495
39,03/22/2024,W,1285
39,03/23/2024,A,504
39,03/24/2024,U,427
39,03/25/2024,W,1116
39,03/26/2024,W,1341
39,03/27/2024,W,1257
39,03/28/2024,W,1373
39,03/29/2024,W,1182
39,03/30/2024,A,577
39,03/31/2024,U,373
4,03/01/2024,W,11868
4,03/02/2024,A,10238
4,03/03/2024,U,7807
4,03/04/2024,W,12244
4,03/05/2024,W,11340
4,03/06/2024,W,11966
4,03/07/2024,W,11560
4,03/08/2024,W,9368
4,03/09/2024,A,9588
4,03/10/2024,U,7507
4,03/11/2024,W,11803
4,03/12/2024,W,11957
4,03/13/2024,W,12490
4,03/14/2024,W,10855
4,03/15/2024,W,11564
4,03/16/2024,A,10074
4,03/17/2024,U,6973
4,03/18/2024,W,11250
4,03/19/2024,W,11756
4,03/20/2024,W,12239
4,03/21/2024,W,11367
4,03/22/2024,W,10067
4,03/23/2024,A,9691
4,03/24/2024,U,6748
4,03/25/2024,W,9628
4,03/26/2024,W,10230
4,03/27/2024,W,10471
4,03/28/2024,W,10339
4,03/29/2024,W,9571
4,03/30/2024,A,10122
4,03/31/2024,U,7293
43,03/01/2024,W,1056
43,03/02/2024,A,523
43,03/03/2024,U,364
43,03/04/2024,W,1030
43,03/05/2024,W,911
43,03/06/2024,W,1072
43,03/07/2024,W,922
43,03/08/2024,W,810
43,03/09/2024,A,483
43,03/10/2024,U,356
43,03/11/2024,W,976
43,03/12/2024,W,990
43,03/13/2024,W,1039
43,03/14/2024,W,883
43,03/15/2024,W,1035
43,03/16/2024,A,440
43,03/17/2024,U,364
43,03/18/2024,W,991
43,03/19/2024,W,919
43,03/20/2024,W,977
43,03/21/2024,W,1019
43,03/22/2024,W,843
43,03/23/2024,A,408
43,03/24/2024,U,232
43,03/25/2024,W,691
43,03/26/2024,W,746
43,03/27/2024,W,744
43,03/28/2024,W,796
43,03/29/2024,W,829
43,03/30/2024,A,429
43,03/31/2024,U,312
44,03/01/2024,W,2558
44,03/02/2024,A,1420
44,03/03/2024,U,1091
44,03/04/2024,W,2542
44,03/05/2024,W,2343
44,03/06/2024,W,2543
44,03/07/2024,W,2638
44,03/08/2024,W,2231
44,03/09/2024,A,1111
44,03/10/2024,U,863
44,03/11/2024,W,2321
44,03/12/2024,W,2500
44,03/13/2024,W,2553
44,03/14/2024,W,2273
44,03/15/2024,W,2464
44,03/16/2024,A,1214
44,03/17/2024,U,814
44,03/18/2024,W,2204
44,03/19/2024,W,2511
44,03/20/2024,W,2555
44,03/21/2024,W,2564
44,03/22/2024,W,2237
44,03/23/2024,A,1087
44,03/24/2024,U,846
44,03/25/2024,W,1736
44,03/26/2024,W,2055
44,03/27/2024,W,1961
44,03/28/2024,W,1889
44,03/29/2024,W,1884
44,03/30/2024,A,1164
44,03/31/2024,U,839
47,03/01/2024,W,7613
47,03/02/2024,A,5575
47,03/03/2024,U,4040
47,03/04/2024,W,8214
47,03/05/2024,W,7468
47,03/06/2024,W,7689
47,03/07/2024,W,7037
47,03/08/2024,W,6219
47,03/09/2024,A,5559
47,03/10/2024,U,4145
47,03/11/2024,W,6946
47,03/12/2024,W,7928
47,03/13/2024,W,7371
47,03/14/2024,W,5903
47,03/15/2024,W,7125
47,03/16/2024,A,5715
47,03/17/2024,U,3729
47,03/18/2024,W,6798
47,03/19/2024,W,7613
47,03/20/2024,W,7267
47,03/21/2024,W,7140
47,03/22/2024,W,6439
47,03/23/2024,A,5036
47,03/24/2024,U,3631
47,03/25/2024,W,6153
47,03/26/2024,W,6219
47,03/27/2024,W,6466
47,03/28/2024,W,6474
47,03/29/2024,W,5966
47,03/30/2024,A,5341
47,03/31/2024,U,3587
48,03/01/2024,W,664
48,03/04/2024,W,718
48,03/05/2024,W,716
48,03/06/2024,W,750
48,03/07/2024,W,685
48,03/08/2024,W,580
48,03/11/2024,W,753
48,03/12/2024,W,700
48,03/13/2024,W,650
48,03/14/2024,W,647
48,03/15/2024,W,628
48,03/18/2024,W,615
48,03/19/2024,W,783
48,03/20/2024,W,688
48,03/21/2024,W,704
48,03/22/2024,W,526
48,03/25/2024,W,361
48,03/26/2024,W,470
48,03/27/2024,W,407
48,03/28/2024,W,405
48,03/29/2024,W,327
49,03/01/2024,W,12236
49,03/02/2024,A,11222
49,03/03/2024,U,8919
49,03/04/2024,W,11556
49,03/05/2024,W,11679
49,03/06/2024,W,12665
49,03/07/2024,W,12536
49,03/08/2024,W,12228
49,03/09/2024,A,11738
49,03/10/2024,U,7219
49,03/11/2024,W,12671
49,03/12/2024,W,12635
49,03/13/2024,W,12676
49,03/14/2024,W,11707
49,03/15/2024,W,12373
49,03/16/2024,A,12330
49,03/17/2024,U,8452
49,03/18/2024,W,11392
49,03/19/2024,W,12456
49,03/20/2024,W,12830
49,03/21/2024,W,12212
49,03/22/2024,W,10583
49,03/23/2024,A,10728
49,03/24/2024,U,7973
49,03/25/2024,W,9953
49,03/26/2024,W,10752
49,03/27/2024,W,10681
49,03/28/2024,W,11551
49,03/29/2024,W,10334
49,03/30/2024,A,10667
49,03/31/2024,U,7603
49B,03/01/2024,W,4031
49B,03/02/2024,A,3046
49B,03/03/2024,U,2695
49B,03/04/2024,W,4146
49B,03/05/2024,W,4125
49B,03/06/2024,W,4187
49B,03/07/2024,W,4107
49B,03/08/2024,W,3623
49B,03/09/2024,A,3016
49B,03/10/2024,U,2454
49B,03/11/2024,W,3580
49B,03/12/2024,W,4321
49B,03/13/2024,W,4222
49B,03/14/2024,W,3755
49B,03/15/2024,W,4200
49B,03/16/2024,A,3359
49B,03/17/2024,U,2420
49B,03/18/2024,W,4221
49B,03/19/2024,W,4239
49B,03/20/2024,W,3983
49B,03/21/2024,W,4124
49B,03/22/2024,W,3529
49B,03/23/2024,A,2763
49B,03/24/2024,U,1963
49B,03/25/2024,W,3443
49B,03/26/2024,W,3526
49B,03/27/2024,W,3684
49B,03/28/2024,W,3749
49B,03/29/2024,W,2878
49B,03/30/2024,A,2757
49B,03/31/2024,U,2205
5,03/01/2024,W,193
5,03/02/2024,A,110
5,03/03/2024,U,133
5,03/04/2024,W,161
5,03/05/2024,W,458
5,03/06/2024,W,520
5,03/07/2024,W,360
5,03/08/2024,W,221
5,03/09/2024,A,139
5,03/10/2024,U,121
5,03/11/2024,W,111
5,03/12/2024,W,476
5,03/13/2024,W,112
5,03/14/2024,W,103
5,03/15/2024,W,156
5,03/16/2024,A,122
5,03/17/2024,U,150
5,03/18/2024,W,147
5,03/19/2024,W,233
5,03/20/2024,W,226
5,03/21/2024,W,445
5,03/22/2024,W,334
5,03/23/2024,A,149
5,03/24/2024,U,159
5,03/25/2024,W,127
5,03/26/2024,W,78
5,03/27/2024,W,338
5,03/28/2024,W,134
5,03/29/2024,W,152
5,03/30/2024,A,143
5,03/31/2024,U,128
50,03/01/2024,W,7738
50,03/02/2024,A,4468
50,03/03/2024,U,3323
50,03/04/2024,W,7014
50,03/05/2024,W,7295
50,03/06/2024,W,8259
50,03/07/2024,W,7137
50,03/08/2024,W,6008
50,03/09/2024,A,4118
50,03/10/2024,U,3465
50,03/11/2024,W,7412
50,03/12/2024,W,7801
50,03/13/2024,W,8290
50,03/14/2024,W,7131
50,03/15/2024,W,7643
50,03/16/2024,A,5392
50,03/17/2024,U,3483
50,03/18/2024,W,7012
50,03/19/2024,W,7844
50,03/20/2024,W,7979
50,03/21/2024,W,7096
50,03/22/2024,W,6134
50,03/23/2024,A,4880
50,03/24/2024,U,2795
50,03/25/2024,W,5669
50,03/26/2024,W,6727
50,03/27/2024,W,6881
50,03/28/2024,W,6881
50,03/29/2024,W,6384
50,03/30/2024,A,4463
50,03/31/2024,U,2630
51,03/01/2024,W,1068
51,03/02/2024,A,887
51,03/03/2024,U,517
51,03/04/2024,W,1115
51,03/05/2024,W,1172
51,03/06/2024,W,1200
51,03/07/2024,W,1181
51,03/08/2024,W,963
51,03/09/2024,A,708
51,03/10/2024,U,548
51,03/11/2024,W,1125
51,03/12/2024,W,1158
51,03/13/2024,W,1178
51,03/14/2024,W,1071
51,03/15/2024,W,1100
51,03/16/2024,A,706
51,03/17/2024,U,490
51,03/18/2024,W,1174
51,03/19/2024,W,1288
51,03/20/2024,W,1123
51,03/21/2024,W,1119
51,03/22/2024,W,916
51,03/23/2024,A,612
51,03/24/2024,U,564
51,03/25/2024,W,881
51,03/26/2024,W,936
51,03/27/2024,W,854
51,03/28/2024,W,829
51,03/29/2024,W,809
51,03/30/2024,A,736
51,03/31/2024,U,522
52,03/01/2024,W,6622
52,03/02/2024,A,4315
52,03/03/2024,U,3269
52,03/04/2024,W,6422
52,03/05/2024,W,6329
52,03/06/2024,W,6645
52,03/07/2024,W,6547
52,03/08/2024,W,5363
52,03/09/2024,A,4284
52,03/10/2024,U,2943
52,03/11/2024,W,6336
52,03/12/2024,W,6938
52,03/13/2024,W,6566
52,03/14/2024,W,5784
52,03/15/2024,W,6540
52,03/16/2024,A,4571
52,03/17/2024,U,2858
52,03/18/2024,W,5938
52,03/19/2024,W,6843
52,03/20/2024,W,6552
52,03/21/2024,W,6510
52,03/22/2024,W,5723
52,03/23/2024,A,4159
52,03/24/2024,U,2495
52,03/25/2024,W,5556
52,03/26/2024,W,5578
52,03/27/2024,W,5667
52,03/28/2024,W,5938
52,03/29/2024,W,4649
52,03/30/2024,A,3457
52,03/31/2024,U,2971
52A,03/01/2024,W,2672
52A,03/02/2024,A,1520
52A,03/03/2024,U,1097
52A,03/04/2024,W,2764
52A,03/05/2024,W,2706
52A,03/06/2024,W,3040
52A,03/07/2024,W,2772
52A,03/08/2024,W,2371
52A,03/09/2024,A,1469
52A,03/10/2024,U,1119
52A,03/11/2024,W,2831
52A,03/12/2024,W,2932
52A,03/13/2024,W,2600
52A,03/14/2024,W,2351
52A,03/15/2024,W,2812
52A,03/16/2024,A,1568
52A,03/17/2024,U,1178
52A,03/18/2024,W,2596
52A,03/19/2024,W,2753
52A,03/20/2024,W,2868
52A,03/21/2024,W,2697
52A,03/22/2024,W,2295
52A,03/23/2024,A,1452
52A,03/24/2024,U,1147
52A,03/25/2024,W,2115
52A,03/26/2024,W,2297
52A,03/27/2024,W,2420
52A,03/28/2024,W,2478
52A,03/29/2024,W,2075
52A,03/30/2024,A,1576
52A,03/31/2024,U,902
53,03/01/2024,W,14152
53,03/02/2024,A,9728
53,03/03/2024,U,7290
53,03/04/2024,W,14287
53,03/05/2024,W,13261
53,03/06/2024,W,14534
53,03/07/2024,W,13805
53,03/08/2024,W,11624
53,03/09/2024,A,9540
53,03/10/2024,U,6452
53,03/11/2024,W,14035
53,03/12/2024,W,14529
53,03/13/2024,W,14599
53,03/14/2024,W,12088
53,03/15/2024,W,13438
53,03/16/2024,A,10206
53,03/17/2024,U,6814
53,03/18/2024,W,13086
53,03/19/2024,W,14473
53,03/20/2024,W,13848
53,03/21/2024,W,13557
53,03/22/2024,W,12519
53,03/23/2024,A,9392
53,03/24/2024,U,6645
53,03/25/2024,W,11873
53,03/26/2024,W,11528
53,03/27/2024,W,12239
53,03/28/2024,W,12651
53,03/29/2024,W,11629
53,03/30/2024,A,8803
53,03/31/2024,U,6324
53A,03/01/2024,W,5356
53A,03/02/2024,A,3445
53A,03/03/2024,U,2193
53A,03/04/2024,W,5403
53A,03/05/2024,W,5704
53A,03/06/2024,W,5781
53A,03/07/2024,W,5528
53A,03/08/2024,W,4542
53A,03/09/2024,A,4208
53A,03/10/2024,U,2006
53A,03/11/2024,W,6277
53A,03/12/2024,W,6100
53A,03/13/2024,W,5708
53A,03/14/2024,W,5010
53A,03/15/2024,W,5744
53A,03/16/2024,A,2879
53A,03/17/2024,U,1861
53A,03/18/2024,W,7176
53A,03/19/2024,W,5826
53A,03/20/2024,W,5857
53A,03/21/2024,W,5843
53A,03/22/2024,W,4585
53A,03/23/2024,A,3252
53A,03/24/2024,U,1655
53A,03/25/2024,W,4282
53A,03/26/2024,W,4110
53A,03/27/2024,W,4320
53A,03/28/2024,W,4211
53A,03/29/2024,W,3907
53A,03/30/2024,A,2555
53A,03/31/2024,U,1634
54,03/01/2024,W,7646
54,03/02/2024,A,5756
54,03/03/2024,U,4982
54,03/04/2024,W,7113
54,03/05/2024,W,7336
54,03/06/2024,W,7584
54,03/07/2024,W,7322
54,03/08/2024,W,6190
54,03/09/2024,A,5686
54,03/10/2024,U,4702
54,03/11/2024,W,7191
54,03/12/2024,W,7678
54,03/13/2024,W,7485
54,03/14/2024,W,6689
54,03/15/2024,W,7219
54,03/16/2024,A,5772
54,03/17/2024,U,4789
54,03/18/2024,W,6395
54,03/19/2024,W,7172
54,03/20/2024,W,7280
54,03/21/2024,W,7057
54,03/22/2024,W,6601
54,03/23/2024,A,5415
54,03/24/2024,U,4541
54,03/25/2024,W,6495
54,03/26/2024,W,6313
54,03/27/2024,W,6579
54,03/28/2024,W,6496
54,03/29/2024,W,6481
54,03/30/2024,A,5454
54,03/31/2024,U,4200
54A,03/01/2024,W,518
54A,03/04/2024,W,593
54A,03/05/2024,W,624
54A,03/06/2024,W,473
54A,03/07/2024,W,518
54A,03/08/2024,W,411
54A,03/11/2024,W,671
54A,03/12/2024,W,569
54A,03/13/2024,W,490
54A,03/14/2024,W,448
54A,03/15/2024,W,527
54A,03/18/2024,W,524
54A,03/19/2024,W,569
54A,03/20/2024,W,478
54A,03/21/2024,W,432
54A,03/22/2024,W,492
54A,03/25/2024,W,416
54A,03/26/2024,W,586
54A,03/27/2024,W,560
54A,03/28/2024,W,506
54A,03/29/2024,W,459
54B,03/01/2024,W,2154
54B,03/02/2024,A,1938
54B,03/03/2024,U,1429
54B,03/04/2024,W,2193
54B,03/05/2024,W,2002
54B,03/06/2024,W,2128
54B,03/07/2024,W,2032
54B,03/08/2024,W,1680
54B,03/09/2024,A,1970
54B,03/10/2024,U,1304
54B,03/11/2024,W,2069
54B,03/12/2024,W,2253
54B,03/13/2024,W,2161
54B,03/14/2024,W,1800
54B,03/15/2024,W,2009
54B,03/16/2024,A,1692
54B,03/17/2024,U,1253
54B,03/18/2024,W,2006
54B,03/19/2024,W,2115
54B,03/20/2024,W,2052
54B,03/21/2024,W,2018
54B,03/22/2024,W,1556
54B,03/23/2024,A,1833
54B,03/24/2024,U,1272
54B,03/25/2024,W,1922
54B,03/26/2024,W,1891
54B,03/27/2024,W,1960
54B,03/28/2024,W,1679
54B,03/29/2024,W,1930
54B,03/30/2024,A,1545
54B,03/31/2024,U,1119
55,03/01/2024,W,6314
55,03/02/2024,A,4415
55,03/03/2024,U,4280
55,03/04/2024,W,6181
55,03/05/2024,W,6156
55,03/06/2024,W,6195
55,03/07/2024,W,6123
55,03/08/2024,W,5387
55,03/09/2024,A,4281
55,03/10/2024,U,3666
55,03/11/2024,W,6574
55,03/12/2024,W,5973
55,03/13/2024,W,6280
55,03/14/2024,W,5550
55,03/15/2024,W,6336
55,03/16/2024,A,4705
55,03/17/2024,U,3933
55,03/18/2024,W,5809
55,03/19/2024,W,6251
55,03/20/2024,W,6353
55,03/21/2024,W,6415
55,03/22/2024,W,5512
55,03/23/2024,A,4310
55,03/24/2024,U,4042
55,03/25/2024,W,5297
55,03/26/2024,W,5164
55,03/27/2024,W,5491
55,03/28/2024,W,5388
